brand,franchisee_name,raw_address,city,state,zip,restaurant_phone
Jamba Juice,Smoothie Life Llc,,El Paso,TEXAS,,(915) 282-9043
Jamba Juice,"Kawaja Holdings, Llc",,Euless,TEXAS,,(469) 569-6840
Jamba Juice,"Garner Hospitality Group, Llc",,Frisco,TEXAS,,(817) 874-8210
Jamba Juice,Jaa Texas Llc,,Harlingen,TEXAS,,(956) 371-6109
Jamba Juice,"Brkbread, Llc",,Houston,TEXAS,,(301) 667-7717
Jamba Juice,"Cediel Concession Management, Llc",,Houston,TEXAS,,(713) 851-8867
Jamba Juice,Tarzan & Jane (Stanton) Llc,,Midland,TEXAS,,(432) 250-1220
Jamba Juice,Anthony Speed,,San Antonio,TEXAS,,(209) 271-3010
Jamba Juice,Chops Global Llc,,San Antonio,TEXAS,,(903) 422-9361
Jamba Juice,"Blended Star, Llc",,Washington,UTAH,,(925) 989-7956
Jamba Juice,"Andrew Owlett, Kristin Owlett",,Ashburn,VIRGINIA,,(973) 580-8265
Jamba Juice,"John Shoja, Mohammad Shuaib",,Chantilly,VIRGINIA,,(571) 246-6222
Jamba Juice,Geliga Purnama,,Fairfax,VIRGINIA,,(703) 944-1051
Jamba Juice,"Brandon Scott, Mashelle Scott, Charles Hatchett",,Battle Ground,WASHINGTON,,3609496769
Jamba Juice,Syg Llc,,Federal Way,WASHINGTON,,2068234451
Jamba Juice,"Cassidy Mclean, Dallyn Mclean",,Moses Lake,WASHINGTON,,(509) 431-2118
Jamba Juice,"Cmcs 3 Juice, Lp",,Anaheim,CALIFORNIA,,(310) 678-5172
Jamba Juice,"13P Juice, Llc",,Auburn,CALIFORNIA,,(305) 491-7627
Jamba Juice,"Rpm Jamba #6, Inc.",,Canyon Country,CALIFORNIA,,(310) 497-4960
Jamba Juice,"Cmcs Juice, Lp",,Cypress,CALIFORNIA,,(310) 678-5172
Jamba Juice,"Cmcs 2 Juice, Lp",,Fountain Valley,CALIFORNIA,,(310) 678-5172
Jamba Juice,Blending Sweet Success Inc,,Jackson,CALIFORNIA,,(209) 304-1403
Jamba Juice,Dhillon & Naser Llc,,Livermore,CALIFORNIA,,(916) 494-8777
Jamba Juice,"Rpm Jamba #3, Inc.",,Palmdale,CALIFORNIA,,(310) 497-4960
Jamba Juice,Grappa Investments Llc,,Ripon,CALIFORNIA,,(312) 912-1833
Jamba Juice,"Rpm Jamba #4, Inc.",,Valencia,CALIFORNIA,,(310) 497-4960
Jamba Juice,W. Randall Porter,,Rexburg,IDAHO,,(208) 390-4797
Jamba Juice,"G&G Juice Company Of Wisconsin, Llc",,Milwaukee,WISCONSIN,,(616) 745-8036
Jamba Juice,"Whirld Concepts, Inc.",,Peoria,ARIZONA,,(530) 400-9097
Jamba Juice,"Valley Juice Alameda, Llc",,Alameda,CALIFORNIA,,(510) 867-4823
Jamba Juice,Juicecrafters Inc.,,Anaheim,CALIFORNIA,,(562) 572-9341
Jamba Juice,"Slo Life Company, Llc",,Bakersfield,CALIFORNIA,,(805) 235-1399
Jamba Juice,Sonnshine Llc,,Dublin,CALIFORNIA,,(510) 867-4823
Jamba Juice,"Compass Group Usa, Inc.",,Hayward,CALIFORNIA,,(704) 771-3470
Jamba Juice,"Brea Juice Company, Llc",,Los Angeles,CALIFORNIA,,(714) 863-8900
Jamba Juice,"La Juice Company, Llc",,Los Angeles,CALIFORNIA,,(714) 863-8900
Jamba Juice,"Vitaligent-Norcal, Llc",,Modesto,CALIFORNIA,,(801) 268-3400
Jamba Juice,"La Jamba, Llc",,Montebello,CALIFORNIA,,(714) 863-8900
Jamba Juice,"Golden West Smoothies, Llc",,Pasadena,CALIFORNIA,,(714) 863-8900
Jamba Juice,"Clk 4 Juice, Lp",,San Diego,CALIFORNIA,,(760) 774-3486
Jamba Juice,"Valley Juice, Llc",,San Francisco,CALIFORNIA,,(510) 867-4823
Jamba Juice,"Vitaligent-East Bay, Llc",,San Jose,CALIFORNIA,,(801) 268-3400
Jamba Juice,Whirl San Diego Llc,,San Marcos,CALIFORNIA,,(415) 505-4820
Jamba Juice,"Rpm Juice, Inc.",,Studio City,CALIFORNIA,,(310) 497-4960
Jamba Juice,"Tetrad Investments, Lp",,Tustin,CALIFORNIA,,(949) 698-8641
Jamba Juice,"Milzels 2, Llc",,Washington,DISTRICT OF COLUMBIA,,770-652-9909
Jamba Juice,Romba Juice 2 Llc,,Columbia,MARYLAND,,770-652-9909
Jamba Juice,"Sodexo Operations, Llc",,Ft. Meade,MARYLAND,,(610) 295-2978
Jamba Juice,"Romba Juice, Llc",,Hanover,MARYLAND,,770-652-9909
Jamba Juice,"Yummy Goodeez, Llc",,Owings Mills,MARYLAND,,(410) 978-5441
Jamba Juice,Chestnut Land Company,,Grand Rapids,MICHIGAN,,(330) 565-0516
Jamba Juice,"Fc Juice Partners, Llc",,Las Vegas,NEVADA,,(702) 427-4991
Jamba Juice,Fruitjuice Inc.,,Elizabeth,NEW JERSEY,,(201) 776-5412
Jamba Juice,"Be The Boss, Llc",,Woodburn,OREGON,,503-931-3593
Jamba Juice,Abjjjg Llc,,Cedar Park,TEXAS,,(512) 351-1375
Jamba Juice,South Plains Jamba Llc,,Lubbock,TEXAS,,(801) 946-1637
Jamba Juice,"Hfv, Llc",,Tysons,VIRGINIA,,(718) 637-9247
Jamba Juice,"Vitaligent-Washington, Llc",,Lakewood,WASHINGTON,,(801) 268-3400
Jamba Juice,"Lovepreet Singh Batth, Gurmeet Singh Gill",,Selma,CALIFORNIA,,(559) 349-5200
Jamba Juice,Cyrus Amroliwalla,,Tbd,CONNECTICUT,,(203) 537-7153
Jamba Juice,"Wade Wyatt, Kari Wyatt",,Palm Beach Gardens,FLORIDA,,(302) 531-6342
Jamba Juice,Comforth Ventures Llc,,Columbia,MARYLAND,,(443) 510-5230
Jamba Juice,"Niravkumar Patel, Parth Patel, Abhik Patel",,Glen Burnie,MARYLAND,,(410) 917-7735
Jamba Juice,Tamiko Ogasawara,,Las Vegas,NEVADA,,(408) 598-0738
Jamba Juice,"Liberty Food Services, Llc",,Hamilton,NEW JERSEY,,(856) 217-1967
Jamba Juice,"Surya Brands, Llc",,Rochester,NEW YORK,,(832) 385-4012
Jamba Juice,"Swati Gupta-Enriquez, Kanupriya Gupta",,Rochester,NEW YORK,,(832) 385-4012
Jamba Juice,"Rogue Smoothies, Inc.",,Grants Pass,OREGON,,(541) 941-0982
Jamba Juice,Gmd Land Company Llc,,Chehalis,WASHINGTON,,(559) 905-9407
